Time,92W,92X,92Y,92Z
0.906,1991,2012,1698,13
0.941,2024,2012,1692,13
1.352,2024,2000,1730,13
1.751,2013,1983,1719,13
2.236,1976,1975,1664,13
2.861,1957,1974,1632,12
3.074,2103,2088,1768,12
3.132,2061,2011,1740,13
3.541,2075,2016,1734,13
4.269,2045,1998,1734,13
4.726,2053,1987,1696,13
4.765,2060,1995,1710,13
5.580,2100,1993,1771,13
6.572,2148,1995,1785,13
6.661,2170,1975,1786,13
7.999,2148,2082,1804,13
7.444,2057,2057,1840,13
8.322,2043,2068,1920,14
8.351,2069,2066,1904,14
8.345,2060,2084,1723,13
8.396,2067,2096,1662,13
8.779,2056,2065,1779,13
9.257,2042,2064,1842,13
9.714,2048,2052,1703,13
10.120,2115,2090,1628,13
10.154,2134,2054,1642,13
10.541,2156,2054,1745,13
11.015,2101,2054,1713,13
11.439,2039,2065,1659,13
11.845,2095,2062,1702,13
12.240,2127,2048,1772,13
12.606,2145,2042,1704,13
13.498,2138,2052,1680,13
13.525,2077,2066,1757,13
13.579,2079,2044,1843,13
13.819,2141,2067,1748,13
14.212,2172,2096,1733,13
14.610,2058,2081,1778,13
14.997,2107,2064,1832,13
15.481,2110,2096,1752,13
15.864,2152,2115,1726,13
16.264,2198,2100,1840,13
16.301,2079,2105,1848,13
16.920,2057,2117,1799,13
17.137,2080,2134,1784,13
17.458,2111,2127,1864,14
17.833,2157,2115,1950,14
18.218,2150,2136,1871,14
18.724,2098,2214,1716,13
19.079,2193,2205,1944,14
19.502,2155,2133,2111,14
19.515,2144,2162,1833,14
19.900,2109,2208,1580,13
20.321,2207,2205,1804,13
20.719,2155,2176,2107,14
21.261,2104,2157,2089,14
21.554,2146,2199,1771,14
21.928,2116,2245,1608,13
22.392,2124,2205,1928,14
22.785,1995,2159,2111,14
22.797,1948,2161,1908,14
23.747,2114,2213,1640,13
23.764,2155,2191,1756,13
24.161,2075,2163,1914,14
24.615,2025,2130,1946,14
25.015,2057,2134,1813,14
25.461,2089,2156,1755,13
25.933,2117,2136,1794,13
26.388,1996,2096,1844,14
26.406,1983,2104,1813,14
26.835,2082,2135,1771,13
27.282,2174,2155,1880,13
27.752,2085,2124,1973,14
28.231,1920,2106,1860,14
28.697,1920,2142,1717,13
29.123,2005,2161,1766,13
29.538,2065,2122,1869,13
29.971,2047,2094,1876,14
29.990,1933,2115,1854,14
30.391,1934,2190,1816,14
30.918,1938,2169,1912,14
31.272,2024,2105,1963,14
31.716,1983,2081,1852,14
32.200,1990,2159,1701,14
32.658,1889,2127,1785,13
33.089,1859,2095,1905,14
33.501,1897,2092,1937,14
33.512,2001,2129,1766,13
33.968,2048,2106,1777,14
34.421,2024,2140,1877,14
34.729,1953,2167,1906,14
35.192,1968,2113,1926,14
35.646,2049,2080,1764,13
36.173,2005,2073,1668,13
36.593,1888,2044,1711,13
37.055,1966,2025,1727,13
37.288,2022,2004,1752,13
37.432,1972,2052,1760,13
37.872,1903,2056,1828,14
38.327,1972,2065,1765,13
38.791,2046,2112,1761,13
39.202,2055,2065,1848,13
39.651,2000,2070,1768,13
40.136,1859,2094,1648,13
40.424,1980,2105,1735,13
40.526,2063,2024,1708,13
40.873,1892,2027,1674,12
41.458,1928,2066,1665,13
41.836,2070,2066,1711,13
42.269,2036,2001,1665,13
42.734,1993,1975,1501,12
43.207,1985,2010,1576,12
43.644,2086,2012,1770,12
44.138,2205,2065,1889,13
44.170,2056,2050,1636,13
44.515,2010,2086,1653,13
44.990,2043,2058,1875,12
45.589,2128,2049,1800,13
45.788,2116,2068,1696,14
46.259,2075,2064,1729,14
46.700,2032,2063,1685,13
47.149,2056,2035,1790,12
47.613,2278,2201,1804,13
47.649,2077,2089,1754,14
48.103,2064,2070,1825,14
48.549,2087,2052,1673,13
49.037,2047,2061,1629,12
49.480,2078,2074,1776,13
49.929,2138,2080,1867,14
50.826,2001,2069,1751,14
50.842,1988,2060,1745,13
51.219,2207,2183,1853,13
51.303,2072,2092,1800,13
51.573,1977,2061,1864,14
51.943,2029,2044,1754,14
52.361,2143,2031,1603,13
53.281,2174,2039,1640,12
53.294,2052,2039,1799,13
53.681,1901,2026,1872,14
54.032,2091,2008,1696,13
54.613,2152,2074,1610,13
54.622,2084,2052,1763,13
54.933,1990,2070,1862,13
55.235,2010,2048,1852,14
55.643,2152,2025,1659,13
56.082,2184,2046,1586,13
56.490,2041,2015,1746,12
56.869,1909,2005,1791,13
57.308,1985,1997,1744,13
57.765,2234,2064,1661,13
57.807,2153,2020,1671,13
58.144,2077,2025,1723,12
58.514,2010,2019,1755,13
58.969,2064,2038,1789,13
59.399,2175,2044,1751,13
59.848,2130,2021,1716,13
60.233,2013,2019,1720,13
60.765,2004,2034,1753,13
61.196,2078,2063,1860,13
61.214,2099,2045,1847,13
61.682,2046,2028,1666,13
62.183,1956,2017,1657,13
62.634,2095,2014,1791,13
63.039,2168,2022,1822,13
63.458,2159,2009,1727,13
64.367,2040,2013,1709,13
64.420,1993,2025,1693,13
64.467,2075,2036,1770,13
64.649,2143,2040,1831,13
65.092,2071,2046,1757,13
65.598,2011,2063,1703,13
66.568,2135,2071,1745,13
66.586,2085,2079,1817,13
67.007,2052,2064,1851,13
67.483,2056,2047,1703,13
67.968,1998,2045,1683,13
68.354,1970,2047,1787,13
68.363,2021,2050,1846,13
68.794,2094,2048,1900,14
69.800,2049,2064,1831,14
69.820,2048,2036,1767,13
