Time,92W,92X,92Y,92Z
0.729,2157,1976,1464,11
1.406,2152,1977,1453,11
2.066,2148,1974,1465,11
2.752,2121,1976,1500,11
3.300,2112,1952,1512,11
4.121,2182,1990,1494,11
4.134,2130,1949,1471,11
4.885,2120,1966,1482,11
5.531,2097,1972,1514,11
6.288,2067,1944,1528,11
7.008,2060,1951,1513,11
7.754,2071,1982,1498,11
8.538,2080,1986,1507,11
9.192,2037,1967,1548,11
9.891,2008,1969,1580,11
9.917,1976,1982,1571,11
10.679,2000,2015,1556,11
11.505,2032,2002,1544,11
12.344,2029,2017,1580,11
13.123,2012,2051,1618,12
13.919,2032,2109,1618,12
14.718,2041,2028,1585,12
15.472,2063,2048,1598,12
15.489,2102,2162,1642,12
16.239,2144,2152,1663,12
17.060,2071,1999,1689,12
17.787,1928,1996,1712,12
18.435,1968,2115,1655,12
19.367,2084,2098,1642,12
20.414,1911,1936,1679,12
20.990,1832,2081,1692,12
21.805,2109,2168,1657,12
21.869,2216,2190,1617,12
22.582,1959,2102,1610,12
23.341,1873,2087,1654,12
24.180,2133,2186,1728,12
24.942,2292,2228,1721,12
25.757,2139,2202,1654,12
26.514,2006,2187,1568,12
27.298,2157,2159,1626,12
28.004,2217,2198,1754,12
28.103,2178,2233,1786,13
28.828,2215,2218,1649,12
29.695,2245,2206,1473,12
30.552,2296,2225,1559,12
31.576,2338,2255,1802,12
32.182,2293,2252,1924,13
33.001,2223,2220,1731,13
33.870,2248,2171,1436,12
34.637,2288,2186,1539,12
34.629,2284,2193,1860,13
35.391,2244,2188,2008,13
36.251,2251,2178,1754,13
37.998,2231,2176,1377,12
37.815,2175,2213,1500,12
38.644,2140,2216,1825,13
39.364,2167,2188,2030,13
40.071,2160,2165,1764,13
40.837,2148,2185,1397,12
40.864,2138,2178,1502,12
41.469,2125,2150,1798,12
42.110,2125,2167,2023,13
42.988,2147,2199,1780,13
43.755,2157,2216,1399,12
44.622,2166,2204,1465,12
45.316,2149,2201,1735,12
46.046,2170,2228,1989,13
46.899,2262,2325,1789,13
46.997,2191,2256,1428,12
48.357,2188,2262,1480,12
48.370,2200,2220,1731,12
49.212,2217,2205,1979,13
50.001,2209,2228,1792,13
50.701,2215,2246,1495,12
51.278,2199,2209,1520,12
51.991,2104,2193,1713,12
52.679,2047,2205,1907,13
52.676,2054,2208,1760,13
53.487,2087,2254,1531,12
54.638,2147,2239,1560,12
55.049,2185,2202,1711,12
55.884,2157,2162,1868,13
56.634,2140,2215,1751,13
57.483,2128,2253,1593,12
58.271,2113,2163,1592,12
58.980,2136,2169,1717,12
59.015,2123,2212,1834,13
59.612,2089,2214,1756,13
60.405,2112,2136,1646,12
61.067,2180,2106,1622,12
61.913,2153,2178,1721,12
62.596,2119,2255,1800,13
63.339,2083,2215,1742,13
64.086,2028,2243,1661,12
64.104,2034,2239,1634,12
64.604,2020,2293,1723,12
65.411,2021,2307,1793,13
66.242,2026,2271,1743,13
66.856,2049,2240,1658,13
68.166,2110,2225,1635,12
68.319,2133,2194,1721,13
69.999,2097,2150,1782,13
69.864,2054,2182,1721,13
69.889,2067,2193,1660,12
70.638,2105,2202,1648,12
71.437,2085,2181,1728,12
72.283,2047,2221,1761,13
73.106,2034,2239,1709,13
73.912,2048,2209,1651,12
74.790,2059,2169,1668,12
75.332,2079,2147,1729,13
76.257,2063,2185,1740,13
76.318,2034,2204,1700,13
77.097,2010,2191,1651,12
77.920,2036,2209,1670,12
78.517,2092,2185,1710,12
79.226,2075,2151,1736,13
80.100,2046,2167,1699,12
80.934,2032,2201,1645,12
81.697,2063,2182,1644,12
82.516,2065,2161,1682,12
82.527,2077,2150,1714,12
83.299,2080,2179,1668,12
84.192,2080,2204,1618,12
85.037,2053,2197,1611,12
85.898,2052,2198,1648,12
86.690,2075,2196,1670,12
87.533,2143,2191,1632,12
88.417,2118,2192,1564,12
89.138,2017,2180,1560,12
89.108,2017,2177,1594,12
89.948,2079,2135,1610,12
90.722,2069,2099,1579,12
91.465,2060,2107,1520,12
92.277,2044,2181,1497,11
93.098,2048,2172,1540,11
94.115,2055,2181,1568,12
94.623,2088,2177,1554,11
95.343,2126,2203,1522,11
95.363,2103,2179,1496,11
96.166,2085,2149,1511,11
96.992,2183,2128,1563,11
98.109,2261,2140,1548,11
98.493,2259,2088,1500,11
99.380,2151,2060,1487,11
100.163,2128,2098,1511,11
101.006,2226,2087,1536,11
101.902,2252,2097,1511,11
101.852,2165,2079,1470,11
102.541,2157,2100,1477,11
103.254,2177,2104,1499,11
104.044,2208,2068,1519,11
104.964,2156,2096,1503,11
105.800,2155,2089,1472,11
106.683,2216,2072,1475,11
107.416,2170,2068,1505,11
108.117,2135,2102,1538,11
108.154,2196,2110,1521,11
108.771,2206,2053,1476,11
109.919,2166,1999,1497,11
110.666,2195,2061,1544,11
111.103,2216,2069,1523,11
111.916,2163,1998,1516,11
112.643,2159,1999,1487,11
113.505,2213,2023,1473,11
113.527,2248,1975,1500,11
114.259,2199,1938,1525,11
115.311,2186,2008,1503,11
115.686,2214,2032,1459,11
116.512,2220,1955,1463,11
117.278,2208,1934,1495,11
118.085,2220,1968,1515,11
118.888,2226,1982,1496,11
119.640,2168,1948,1465,11
119.674,2182,1964,1466,11
120.413,2255,2002,1496,11
121.195,2247,2015,1520,11
121.973,2184,1965,1509,11
122.530,2164,1954,1479,11
123.358,2169,1964,1478,11
124.105,2220,1986,1515,11
124.863,2216,1994,1530,11
