Time,92W,92X,92Y,92Z
0.378,2108,2146,1823,13
0.773,2111,2134,1848,14
1.084,2106,2129,1822,14
1.551,2182,2196,1820,13
1.589,2156,2179,1795,13
1.980,2135,2171,1880,14
2.374,2130,2153,1962,14
2.807,2151,2147,1878,14
3.161,2161,2165,1807,14
3.518,2189,2172,1816,14
3.927,2164,2151,1847,14
4.294,2132,2107,1912,14
4.677,2111,2112,1844,14
4.676,2162,2152,1733,13
5.095,2134,2116,1793,13
5.529,2127,2091,1855,14
5.964,2111,2054,1840,14
6.414,2090,2089,1729,14
6.801,2130,2102,1746,13
7.191,2054,2054,1800,13
7.613,2042,2038,1822,13
7.638,2069,2059,1764,13
8.084,2182,2080,1704,13
8.502,2140,2035,1777,13
8.927,2115,2019,1867,13
9.291,2130,2036,1892,14
9.748,2115,2039,1851,14
10.192,2125,2018,1777,14
10.613,2077,1998,1816,13
11.052,2008,2007,1784,13
11.064,2041,2037,1734,13
11.468,2090,2001,1754,14
11.921,2160,2003,1757,14
12.332,2137,1987,1791,13
12.679,2065,1982,1808,13
13.107,2092,1984,1773,13
13.510,2113,1991,1708,14
13.945,2038,1961,1678,13
14.356,2022,1955,1661,13
14.726,2053,1975,1743,13
14.746,2128,1982,1797,14
15.135,2091,1956,1803,14
15.572,2030,1968,1724,14
16.030,2053,1986,1675,14
16.510,2048,1978,1744,13
16.925,2039,1941,1765,14
17.359,2127,1958,1601,14
17.781,2117,1955,1577,14
18.207,2037,1955,1691,13
18.625,1993,1963,1659,13
18.647,2032,1957,1617,13
18.941,2048,1947,1649,13
19.211,2097,1948,1675,13
19.580,2088,1942,1700,13
19.933,2064,1949,1688,13
20.792,2055,1941,1689,13
20.798,2046,1927,1729,13
20.805,2081,1961,1738,13
21.489,2106,1965,1778,13
21.504,2088,1971,1814,13
21.801,2105,1980,1842,13
22.211,2081,1974,1827,13
22.667,2088,1973,1771,13
23.049,2097,1987,1766,13
23.455,2097,1967,1827,13
23.889,2088,1952,1831,13
23.897,2079,1971,1789,13
24.236,2102,1964,1763,13
24.594,2115,1965,1759,13
25.092,2052,1960,1787,13
25.382,2054,1970,1766,13
25.833,2072,1974,1758,13
26.279,2065,1949,1800,13
26.623,2026,1948,1786,13
26.993,2021,1980,1705,12
27.003,2066,1958,1808,13
27.427,2070,1930,1843,13
28.082,2095,1927,1806,13
28.088,2136,1938,1784,13
28.449,2094,1930,1779,12
28.781,2054,1915,1829,12
29.156,2050,1942,1809,13
29.504,2099,1956,1819,13
29.994,2127,1938,1863,13
29.994,2134,1920,1856,13
30.427,2088,1958,1748,12
30.878,2044,1977,1797,13
31.392,2110,1943,1917,13
31.761,2239,1915,1820,13
32.232,2136,1908,1656,12
32.611,2079,1920,1730,12
33.071,2138,1889,1808,13
33.506,2179,1895,1768,13
33.494,2134,1948,1744,13
33.938,2163,1916,1825,13
34.440,2132,1918,1780,13
34.707,2112,1896,1743,13
35.114,2068,1917,1707,13
35.578,2078,1956,1745,13
36.020,2125,1941,1881,13
36.465,2170,1918,1849,13
36.908,2229,1921,1752,13
36.911,2053,1909,1652,13
37.332,2103,1934,1644,13
37.761,2090,1912,1809,13
38.242,2123,1910,1837,13
38.529,2107,1930,1771,13
38.942,2134,1939,1732,13
39.377,2127,1944,1771,13
39.748,2091,1919,1807,13
40.177,2101,1953,1793,13
40.188,2139,1952,1754,13
40.706,2206,1961,1772,14
40.964,2169,1950,1792,14
41.373,2166,1971,1756,13
41.867,2176,1984,1762,13
42.281,2168,1972,1804,13
42.728,2196,1973,1800,14
43.153,2225,1983,1776,14
43.582,2259,2031,1807,13
43.617,2205,2007,1821,13
44.006,2156,2015,1835,14
44.451,2160,2007,1820,14
44.893,2176,2004,1785,14
45.277,2184,1994,1795,13
45.683,2146,1988,1768,13
46.055,2137,1985,1698,13
46.461,2138,1973,1712,13
46.926,2258,2099,1830,13
46.939,2116,1993,1745,13
47.356,2118,1985,1707,13
47.779,2182,1984,1627,13
48.230,2152,1979,1600,13
48.667,2117,1980,1667,13
49.071,2129,1990,1689,12
49.922,2175,1990,1712,12
49.936,2194,1975,1684,12
49.945,2319,2063,1706,12
50.307,2142,1972,1605,12
50.740,2151,1971,1650,12
51.023,2139,1981,1598,12
51.433,2120,1978,1696,12
51.862,2136,1990,1744,13
52.267,2132,1976,1771,13
52.704,2111,1950,1749,13
53.159,2106,1953,1615,12
53.583,2111,1987,1673,12
53.605,2082,1996,1783,13
54.006,2069,2013,1910,13
54.427,1995,1990,1935,13
54.881,2043,2002,1789,13
55.432,2126,2019,1669,13
55.712,2124,2003,1763,13
56.107,2048,2021,1872,13
56.868,2003,2039,1888,13
56.877,2111,2117,1904,13
56.845,2065,2042,1824,13
57.266,2063,2048,1770,14
57.685,2028,2040,1753,13
58.077,1984,2041,1754,13
58.422,1960,2056,1732,13
58.855,1957,2036,1804,13
59.155,1996,2052,1803,13
59.584,2051,2075,1767,13
60.007,2051,2064,1894,13
60.021,2011,2047,1884,13
60.371,2008,2075,1749,13
60.788,1958,2104,1765,13
61.206,1947,2104,1856,14
61.596,1936,2091,1879,14
61.957,1962,2113,1848,13
62.404,1971,2121,1856,14
62.720,2024,2124,1865,14
63.915,2011,2119,1916,14
63.141,2003,2141,1880,14
63.542,1992,2154,1861,14
63.917,1947,2163,1903,14
64.371,1959,2159,1904,14
64.981,1925,2159,1868,14
65.013,1921,2169,1854,14
