Time,92W,92X,92Y,92Z
0.736,2154,2079,1537,12
1.699,2138,2069,1553,12
2.911,2127,2062,1601,12
2.946,2129,2088,1616,12
4.099,2118,2107,1572,12
5.158,2102,2093,1544,12
6.220,2087,2087,1567,12
9.276,2094,2092,1611,12
9.276,2094,2087,1627,12
9.730,2082,2086,1588,12
10.958,2069,2080,1539,12
12.432,2098,2080,1572,12
12.479,2106,2080,1624,12
13.526,2109,2081,1633,12
14.772,2102,2092,1594,12
15.512,2123,2095,1557,12
16.569,2124,2085,1570,12
17.790,2106,2060,1609,12
19.169,2127,2070,1622,12
20.409,2157,2079,1568,12
21.691,2136,2075,1512,12
21.741,2111,2077,1531,12
22.992,2120,2078,1579,12
24.335,2115,2071,1601,12
25.555,2116,2072,1555,12
26.803,2109,2072,1501,11
28.181,2115,2082,1521,11
29.219,2115,2060,1582,12
30.421,2118,2056,1605,12
31.375,2114,2064,1572,12
31.743,2112,2084,1543,12
32.876,2093,2071,1568,12
34.523,2092,2059,1616,12
35.813,2126,2060,1640,12
37.306,2134,2052,1604,12
38.727,2106,2043,1561,12
40.002,2108,2030,1572,12
41.280,2126,2027,1610,12
42.644,2132,2036,1615,12
42.713,2120,2023,1580,12
44.100,2090,2025,1535,12
45.408,2087,2026,1551,12
46.755,2090,2038,1589,12
47.854,2112,2029,1609,12
49.410,2105,2033,1563,12
50.254,2126,2017,1531,12
52.819,2139,2026,1544,11
52.907,2240,2057,1616,12
53.010,2153,2031,1615,12
53.992,2141,2023,1591,12
55.490,2151,2014,1548,12
56.052,2142,2007,1551,12
57.401,2134,1984,1612,12
58.503,2197,2016,1628,12
59.994,2238,2039,1590,12
60.824,2225,2040,1534,12
61.853,2263,2070,1554,11
61.921,2247,2048,1604,12
62.894,2293,2079,1643,12
64.159,2156,1999,1602,12
65.500,2072,1953,1565,12
67.881,2219,2038,1529,12
67.960,2323,2083,1579,12
69.377,2163,2041,1638,12
69.919,2060,2010,1621,12
71.102,2244,2095,1566,12
71.102,2282,2093,1521,12
72.291,2176,2073,1584,12
73.654,2128,2086,1678,12
74.871,2209,2135,1676,12
76.187,2265,2159,1598,12
77.562,2239,2135,1547,12
78.566,2128,2127,1623,12
79.822,2056,2111,1737,12
79.971,2154,2115,1739,12
80.923,2255,2157,1651,12
81.923,2200,2155,1559,12
84.288,2124,2139,1640,12
84.304,2083,2159,1746,12
86.013,2200,2166,1760,13
86.323,2221,2149,1662,12
87.471,2095,2162,1583,12
88.537,2043,2175,1658,12
90.278,2125,2160,1749,13
90.290,2231,2125,1766,13
95.766,2239,2176,1671,12
95.843,2204,2216,1601,12
95.856,2201,2201,1658,12
95.872,2204,2136,1752,13
96.698,2132,2144,1773,13
98.239,2098,2161,1705,13
99.669,2116,2182,1614,12
99.686,2167,2143,1650,12
101.279,2154,2130,1723,13
102.401,2143,2159,1764,13
103.781,2155,2192,1696,13
105.221,2160,2145,1632,12
106.515,2146,2129,1657,12
108.376,2177,2172,1727,13
109.419,2183,2184,1753,13
110.693,2132,2184,1693,13
110.723,2131,2217,1640,12
112.134,2147,2214,1664,12
113.559,2147,2155,1724,13
115.000,2090,2160,1749,13
117.015,2079,2193,1692,13
118.030,2078,2229,1636,12
119.542,2066,2202,1669,12
120.823,2057,2212,1717,13
122.189,2086,2214,1735,13
122.253,2080,2219,1688,12
123.886,2058,2207,1642,12
125.168,2075,2200,1659,12
126.389,2078,2210,1711,12
127.932,2063,2203,1713,12
128.455,2066,2195,1664,12
130.711,2060,2191,1635,12
131.671,2039,2201,1661,12
133.070,2003,2166,1695,12
